#TAXON,TAXID,NAME
no rank,1954952,Influenza A virus (A/Quebec/166/2016(H3N2))
no rank,1030631,Influenza A virus (A/Quebec/166353/2010(H3N2))
no rank,1030632,Influenza A virus (A/Quebec/166371/2010(H3N2))
no rank,1030633,Influenza A virus (A/Quebec/166447/2010(H3N2))
no rank,1030634,Influenza A virus (A/Quebec/167936/2011(H3N2))
no rank,1030635,Influenza A virus (A/Quebec/168048/2011(H3N2))
no rank,1030636,Influenza A virus (A/Quebec/168086/2011(H3N2))
no rank,1030637,Influenza A virus (A/Quebec/168145/2011(H3N2))
no rank,1030638,Influenza A virus (A/Quebec/168210/2011(H3N2))
no rank,1030639,Influenza A virus (A/Quebec/168292/2011(H3N2))
no rank,1030640,Influenza A virus (A/Quebec/168297/2011(H3N2))
no rank,1030641,Influenza A virus (A/Quebec/168436/2011(H3N2))
no rank,1030642,Influenza A virus (A/Quebec/168490/2011(H3N2))
no rank,1030643,Influenza A virus (A/Quebec/168685/2011(H3N2))
no rank,1030644,Influenza A virus (A/Quebec/168886/2011(H3N2))
no rank,1954953,Influenza A virus (A/Quebec/169/2016(H3N2))
no rank,1804517,Influenza A virus (A/Quebec/17/2015(H3N2))
no rank,1954954,Influenza A virus (A/Quebec/170/2016(H3N2))
no rank,1030645,Influenza A virus (A/Quebec/170582/2011(H3N2))
no rank,1030646,Influenza A virus (A/Quebec/170651/2011(H3N2))
no rank,1030647,Influenza A virus (A/Quebec/170658/2011(H3N2))
no rank,1030648,Influenza A virus (A/Quebec/170703/2011(H3N2))
no rank,1030649,Influenza A virus (A/Quebec/170792/2011(H3N2))
no rank,1954955,Influenza A virus (A/Quebec/172/2016(H3N2))
no rank,1412430,Influenza A virus (A/Quebec/18/2013(H3N2))
no rank,1804518,Influenza A virus (A/Quebec/18/2015(H3N2))
no rank,1412431,Influenza A virus (A/Quebec/19/2013(H3N2))
no rank,1804519,Influenza A virus (A/Quebec/19/2015(H3N2))
no rank,1412432,Influenza A virus (A/Quebec/20/2013(H3N2))
no rank,1804520,Influenza A virus (A/Quebec/20/2015(H3N2))
no rank,1412433,Influenza A virus (A/Quebec/21/2013(H3N2))
no rank,1804521,Influenza A virus (A/Quebec/21/2015(H3N2))
no rank,1030650,Influenza A virus (A/Quebec/22/2009(H3N2))
no rank,1804522,Influenza A virus (A/Quebec/22/2015(H3N2))
no rank,1030651,Influenza A virus (A/Quebec/23/2009(H3N2))
no rank,1412435,Influenza A virus (A/Quebec/23/2013(H3N2))
no rank,1804523,Influenza A virus (A/Quebec/23/2015(H3N2))
no rank,1030652,Influenza A virus (A/Quebec/24/2009(H3N2))
no rank,1412436,Influenza A virus (A/Quebec/24/2013(H3N2))
no rank,1804524,Influenza A virus (A/Quebec/24/2015(H3N2))
no rank,1030653,Influenza A virus (A/Quebec/25/2009(H3N2))
no rank,1804525,Influenza A virus (A/Quebec/25/2015(H3N2))
no rank,1541147,Influenza A virus (A/Quebec/26-031205/2005(H3N2))
no rank,1541148,Influenza A virus (A/Quebec/26-041105/2005(H3N2))
no rank,1541149,Influenza A virus (A/Quebec/26-070605/2005(H3N2))
no rank,1541150,Influenza A virus (A/Quebec/26-100605/2005(H3N2))
no rank,1541151,Influenza A virus (A/Quebec/26-151105/2005(H3N2))
no rank,1541152,Influenza A virus (A/Quebec/26-191206/2006(H3N2))
no rank,1541153,Influenza A virus (A/Quebec/26-220405/2005(H3N2))
no rank,1541154,Influenza A virus (A/Quebec/26-270106/2006(H3N2))
no rank,1541155,Influenza A virus (A/Quebec/26-281106/2006(H3N2))
no rank,1541156,Influenza A virus (A/Quebec/26-310106/2006(H3N2))
no rank,1412438,Influenza A virus (A/Quebec/26/2013(H3N2))
no rank,1804526,Influenza A virus (A/Quebec/26/2015(H3N2))
no rank,1412439,Influenza A virus (A/Quebec/27/2013(H3N2))
no rank,1804527,Influenza A virus (A/Quebec/27/2015(H3N2))
no rank,1412440,Influenza A virus (A/Quebec/28/2013(H3N2))
no rank,1804528,Influenza A virus (A/Quebec/28/2015(H3N2))
no rank,1804529,Influenza A virus (A/Quebec/29/2015(H3N2))
no rank,1804530,Influenza A virus (A/Quebec/30/2015(H3N2))
no rank,1621966,Influenza A virus (A/Quebec/31/2014(H3N2))
no rank,1804531,Influenza A virus (A/Quebec/31/2015(H3N2))
no rank,1804532,Influenza A virus (A/Quebec/32/2015(H3N2))
no rank,1804533,Influenza A virus (A/Quebec/33/2015(H3N2))
no rank,1804534,Influenza A virus (A/Quebec/34/2015(H3N2))
no rank,1605111,Influenza A virus (A/Quebec/35/2014(H3N2))
no rank,1804535,Influenza A virus (A/Quebec/35/2015(H3N2))
no rank,1605112,Influenza A virus (A/Quebec/36/2014(H3N2))
no rank,1804536,Influenza A virus (A/Quebec/36/2015(H3N2))
no rank,1804537,Influenza A virus (A/Quebec/37/2015(H3N2))
no rank,1804538,Influenza A virus (A/Quebec/38/2015(H3N2))
no rank,1605113,Influenza A virus (A/Quebec/40/2014(H3N2))
no rank,1804539,Influenza A virus (A/Quebec/41/2014(H3N2))
no rank,1605114,Influenza A virus (A/Quebec/44/2014(H3N2))
no rank,1605115,Influenza A virus (A/Quebec/45/2014(H3N2))
no rank,1804540,Influenza A virus (A/Quebec/46/2014(H3N2))
no rank,1804541,Influenza A virus (A/Quebec/47/2014(H3N2))
no rank,1605116,Influenza A virus (A/Quebec/50/2014(H3N2))
no rank,1605117,Influenza A virus (A/Quebec/53/2014(H3N2))
no rank,1605118,Influenza A virus (A/Quebec/54/2014(H3N2))
no rank,1605119,Influenza A virus (A/Quebec/55/2014(H3N2))
no rank,1605120,Influenza A virus (A/Quebec/56/2014(H3N2))
no rank,1605121,Influenza A virus (A/Quebec/57/2014(H3N2))
no rank,1605122,Influenza A virus (A/Quebec/58/2014(H3N2))
no rank,1605123,Influenza A virus (A/Quebec/59/2014(H3N2))
no rank,1605124,Influenza A virus (A/Quebec/60/2014(H3N2))
no rank,1605125,Influenza A virus (A/Quebec/61/2014(H3N2))
no rank,1605126,Influenza A virus (A/Quebec/63/2014(H3N2))
no rank,1605127,Influenza A virus (A/Quebec/64/2014(H3N2))
no rank,1605128,Influenza A virus (A/Quebec/65/2014(H3N2))
no rank,2007776,Influenza A virus (A/Quebec/65/2016(H3N2))
no rank,1605129,Influenza A virus (A/Quebec/66/2014(H3N2))
no rank,1605130,Influenza A virus (A/Quebec/68/2014(H3N2))
no rank,1804542,Influenza A virus (A/Quebec/69/2014(H3N2))
no rank,1605131,Influenza A virus (A/Quebec/71/2014(H3N2))
no rank,1605132,Influenza A virus (A/Quebec/74/2014(H3N2))
no rank,1605133,Influenza A virus (A/Quebec/76/2014(H3N2))
no rank,1605134,Influenza A virus (A/Quebec/78/2014(H3N2))
no rank,1605135,Influenza A virus (A/Quebec/79/2014(H3N2))
no rank,1605136,Influenza A virus (A/Quebec/80/2014(H3N2))
no rank,1605137,Influenza A virus (A/Quebec/81/2014(H3N2))
no rank,1402879,Influenza A virus (A/Quebec/8118/2013(H3N2))
no rank,1605138,Influenza A virus (A/Quebec/82/2014(H3N2))
no rank,1605139,Influenza A virus (A/Quebec/83/2014(H3N2))
no rank,1605140,Influenza A virus (A/Quebec/84/2014(H3N2))
no rank,1605141,Influenza A virus (A/Quebec/85/2014(H3N2))
no rank,1605142,Influenza A virus (A/Quebec/86/2014(H3N2))
no rank,1605143,Influenza A virus (A/Quebec/88/2014(H3N2))
no rank,1605144,Influenza A virus (A/Quebec/90/2014(H3N2))
no rank,1605145,Influenza A virus (A/Quebec/93/2014(H3N2))
no rank,2007798,Influenza A virus (A/Quebec/95/2016(H3N2))
no rank,1605146,Influenza A virus (A/Quebec/98/2014(H3N2))
no rank,1599476,Influenza A virus (A/Quebec/RV0623/2009(H3N2))
no rank,411159,Influenza A virus (A/Queensland/1/2000(H3N2))
no rank,425543,Influenza A virus (A/Queensland/10/2000(H3N2))
no rank,411167,Influenza A virus (A/Queensland/11/2001(H3N2))
no rank,411168,Influenza A virus (A/Queensland/12/2001(H3N2))
no rank,411169,Influenza A virus (A/Queensland/14/2001(H3N2))
no rank,411170,Influenza A virus (A/Queensland/15/2001(H3N2))
no rank,411171,Influenza A virus (A/Queensland/16/2001(H3N2))
no rank,411172,Influenza A virus (A/Queensland/17/2001(H3N2))
no rank,411173,Influenza A virus (A/Queensland/18/2001(H3N2))
no rank,411174,Influenza A virus (A/Queensland/19/2001(H3N2))
no rank,411160,Influenza A virus (A/Queensland/2/2000(H3N2))
no rank,411175,Influenza A virus (A/Queensland/20/2001(H3N2))
no rank,411176,Influenza A virus (A/Queensland/21/2002(H3N2))
no rank,411177,Influenza A virus (A/Queensland/22/2002(H3N2))
no rank,411178,Influenza A virus (A/Queensland/23/2002(H3N2))
no rank,411179,Influenza A virus (A/Queensland/24/2002(H3N2))
no rank,411180,Influenza A virus (A/Queensland/26/2002(H3N2))
no rank,411181,Influenza A virus (A/Queensland/27/2002(H3N2))
no rank,411182,Influenza A virus (A/Queensland/28/2002(H3N2))
no rank,411183,Influenza A virus (A/Queensland/29/2002(H3N2))
no rank,411161,Influenza A virus (A/Queensland/3/2000(H3N2))
no rank,411184,Influenza A virus (A/Queensland/30/2002(H3N2))
no rank,411185,Influenza A virus (A/Queensland/31/2003(H3N2))
no rank,411186,Influenza A virus (A/Queensland/32/2003(H3N2))
no rank,411187,Influenza A virus (A/Queensland/33/2003(H3N2))
no rank,411188,Influenza A virus (A/Queensland/34/2003(H3N2))
no rank,411189,Influenza A virus (A/Queensland/35/2003(H3N2))
no rank,411190,Influenza A virus (A/Queensland/36/2003(H3N2))
no rank,411191,Influenza A virus (A/Queensland/37/2003(H3N2))
no rank,411192,Influenza A virus (A/Queensland/38/2003(H3N2))
no rank,411193,Influenza A virus (A/Queensland/39/2003(H3N2))
no rank,411162,Influenza A virus (A/Queensland/4/2000(H3N2))
no rank,411194,Influenza A virus (A/Queensland/40/2003(H3N2))
no rank,411195,Influenza A virus (A/Queensland/41/2004(H3N2))
no rank,411196,Influenza A virus (A/Queensland/42/2004(H3N2))
no rank,411197,Influenza A virus (A/Queensland/43/2004(H3N2))
no rank,411198,Influenza A virus (A/Queensland/44/2004(H3N2))
no rank,411199,Influenza A virus (A/Queensland/45/2004(H3N2))
no rank,411200,Influenza A virus (A/Queensland/46/2004(H3N2))
no rank,411201,Influenza A virus (A/Queensland/47/2004(H3N2))
no rank,411202,Influenza A virus (A/Queensland/48/2004(H3N2))
no rank,411203,Influenza A virus (A/Queensland/49/2004(H3N2))
no rank,411163,Influenza A virus (A/Queensland/5/2000(H3N2))
no rank,411204,Influenza A virus (A/Queensland/50/2004(H3N2))
no rank,411205,Influenza A virus (A/Queensland/51/2005(H3N2))
no rank,411206,Influenza A virus (A/Queensland/52/2005(H3N2))
no rank,411207,Influenza A virus (A/Queensland/53/2005(H3N2))
no rank,411208,Influenza A virus (A/Queensland/54/2005(H3N2))
no rank,411209,Influenza A virus (A/Queensland/55/2005(H3N2))
no rank,411210,Influenza A virus (A/Queensland/56/2005(H3N2))
no rank,411211,Influenza A virus (A/Queensland/57/2005(H3N2))
no rank,425542,Influenza A virus (A/Queensland/6/2000(H3N2))
no rank,411212,Influenza A virus (A/Queensland/60/2005(H3N2))
no rank,411164,Influenza A virus (A/Queensland/7/2000(H3N2))
no rank,221016,Influenza A virus (A/Queensland/7/70(H3N2))
no rank,411165,Influenza A virus (A/Queensland/8/2000(H3N2))
no rank,411166,Influenza A virus (A/Queensland/9/2000(H3N2))
no rank,507261,Influenza A virus (A/Quito/FLU6344/2007(H3N2))
no rank,507262,Influenza A virus (A/Quito/FLU6866/2007(H3N2))
no rank,507263,Influenza A virus (A/Quito/FLU6872/2007(H3N2))
no rank,507264,Influenza A virus (A/Quito/FLU6888/2007(H3N2))
no rank,507265,Influenza A virus (A/Quito/FLU6895/2007(H3N2))
no rank,507267,Influenza A virus (A/Quito/FLU7267/2007(H3N2))
no rank,507268,Influenza A virus (A/Quito/FLU7270/2007(H3N2))
no rank,507269,Influenza A virus (A/Quito/FLU7272/2007(H3N2))
no rank,507270,Influenza A virus (A/Quito/FLU7282/2007(H3N2))
no rank,507273,Influenza A virus (A/Quito/FLU7302/2007(H3N2))
no rank,389116,Influenza A virus (A/Rabat/18/97(H3N2))
no rank,389121,Influenza A virus (A/Rabat/227/98(H3N2))
no rank,389118,Influenza A virus (A/Rabat/236/98(H3N2))
no rank,389117,Influenza A virus (A/Rabat/33/97(H3N2))
no rank,1262596,Influenza A virus (A/Ragama/143/2003(H3N2))
no rank,1262597,Influenza A virus (A/Ragama/159/2003(H3N2))
no rank,1262598,Influenza A virus (A/Ragama/166/2003(H3N2))
no rank,1262599,Influenza A virus (A/Ragama/190/2003(H3N2))
no rank,1599479,Influenza A virus (A/Ratnagiri/0929644/2009(H3N2))
no rank,1302344,Influenza A virus (A/reassortant/BS(Philippines/2/1982 x Puerto Rico/8/1934)(H3N2))
no rank,997555,Influenza A virus (A/reassortant/CDC2005712034(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997556,Influenza A virus (A/reassortant/IgYRP10.c1(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997557,Influenza A virus (A/reassortant/IgYRP11.c1(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997558,Influenza A virus (A/reassortant/IgYRP11.c2(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997559,Influenza A virus (A/reassortant/IgYRP11.c3(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997560,Influenza A virus (A/reassortant/IgYRP13.c1(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997561,Influenza A virus (A/reassortant/IgYRP16(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997562,Influenza A virus (A/reassortant/IgYRP16.c1(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997563,Influenza A virus (A/reassortant/IgYRP2(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997564,Influenza A virus (A/reassortant/IgYRP2.c1(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,997565,Influenza A virus (A/reassortant/IgYRP2.c2(California/07/2004 x Puerto Rico/8/1934)(H3N2))
no rank,796030,Influenza A virus (A/reassortant/IVR-155(Victoria/210/2009 x Puerto Rico/8/1934)(H3N2))
no rank,671829,Influenza A virus (A/reassortant/IVR108(Sydney/5/1995 x Puerto Rico/8/1934)(H3N2))
no rank,671831,Influenza A virus (A/reassortant/IVR135(Kumamoto/102/2002 x Puerto Rico/8/1934)(H3N2))
no rank,671834,Influenza A virus (A/reassortant/IVR139(Wellington/1/2004 x Puerto Rico/8/1934)(H3N2))
no rank,671836,Influenza A virus (A/reassortant/IVR147(Brisbane/10/2007 x Puerto Rico/8/1934)(H3N2))
no rank,1184545,Influenza A virus (A/reassortant/NYMC X-147(Wyoming/03/2003 x Puerto Rico/8/1934)(H3N2))
no rank,1184546,Influenza A virus (A/reassortant/NYMC X-151(Fujian/445/2003 x Puerto Rico/8/1934)(H3N2))
no rank,1184548,Influenza A virus (A/reassortant/NYMC X-153A(Texas/40/2003 x Puerto Rico/8/1934)(H3N2))
no rank,1184549,Influenza A virus (A/reassortant/NYMC X-155(Wellington/01/2004 x Puerto Rico/8/1934)(H3N2))
no rank,1184570,Influenza A virus (A/reassortant/NYMC X-157 CL-3(New York/55/2004 x Puerto Rico/8/1934)(H3N2))
no rank,1184551,Influenza A virus (A/reassortant/NYMC X-165(Nepal/921/2006 x Puerto Rico/8/1934)(H3N2))
no rank,1184552,Influenza A virus (A/reassortant/NYMC X-167(Wisconsin/03/2007 x Puerto Rico/8/1934)(H3N2))
no rank,1184553,Influenza A virus (A/reassortant/NYMC X-167A(Wisconsin/03/2007 x Puerto Rico/8/1934)(H3N2))
no rank,1184554,Influenza A virus (A/reassortant/NYMC X-167B(Wisconsin/03/2007 x Puerto Rico/8/1934)(H3N2))
no rank,1184555,Influenza A virus (A/reassortant/NYMC X-167C(Wisconsin/03/2007 x Puerto Rico/8/1934)(H3N2))
no rank,1184556,Influenza A virus (A/reassortant/NYMC X-169(Brisbane/09/2006 x Puerto Rico/8/1934)(H3N2))
no rank,1184557,Influenza A virus (A/reassortant/NYMC X-169A(Brisbane/09/2006 x Puerto Rico/8/1934)(H3N2))
no rank,1184558,Influenza A virus (A/reassortant/NYMC X-175A(Uruguay/716/2007 x Puerto Rico/8/1934)(H3N2))
no rank,748540,Influenza A virus (A/reassortant/NYMC X-175C(Uruguay/716/2007 x Puerto Rico/8/1934)(H3N2))
no rank,1184559,Influenza A virus (A/reassortant/NYMC X-183(Wisconsin/15/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184560,Influenza A virus (A/reassortant/NYMC X-185(Guangdong-Luohu/1256/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184561,Influenza A virus (A/reassortant/NYMC X-185xp(Guangdong-Luohu/1256/2009 x Puerto Rico/8/1934)(H3N2))
no rank,907077,Influenza A virus (A/reassortant/NYMC X-187(Victoria/210/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184562,Influenza A virus (A/reassortant/NYMC X-187A(Victoria/210/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184563,Influenza A virus (A/reassortant/NYMC X-189(Hong Kong/26560/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184564,Influenza A virus (A/reassortant/NYMC X-191(Philippines/219/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184565,Influenza A virus (A/reassortant/NYMC X-193(Finland/97/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184566,Influenza A virus (A/reassortant/NYMC X-193A(Finland/97/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184567,Influenza A virus (A/reassortant/NYMC X-195A(Finland/97/2009 x Puerto Rico/8/1934)(H3N2))
no rank,1184568,Influenza A virus (A/reassortant/NYMC X-197(Brisbane/11/2010 x Puerto Rico/8/1934)(H3N2))
no rank,1184569,Influenza A virus (A/reassortant/NYMC X-199(Rhode Island/01/2010 x Puerto Rico/8/1934)(H3N2))
no rank,1507385,Influenza A virus (A/reassortant/NYMC X-203(A/Puerto Rico/8/1934 x A/Minnesota/11/2010)(H3N2))
no rank,1507386,Influenza A virus (A/reassortant/NYMC X-203A(A/Puerto Rico/8/1934 x A/Minnesota/11/2010)(H3N2))
no rank,1184550,Influenza A virus (A/reassortant/NYMC X-207(Perth/10/2010 x Puerto Rico/8/1934)(H3N2))
no rank,1184547,Influenza A virus (A/reassortant/NYMC X-207A(Perth/10/2010 x Puerto Rico/8/1934)(H3N2))
no rank,1507387,Influenza A virus (A/reassortant/NYMC X-213(A/Puerto Rico/8/1934 x A/Indiana/10/2011)(H3N2))
no rank,1507388,Influenza A virus (A/reassortant/NYMC X-215(A/Puerto Rico/8/1934 x A/Brisbane/299/2011)(H3N2))
no rank,1507389,Influenza A virus (A/reassortant/NYMC X-217(A/Puerto Rico/8/1934 x A/Victoria/361/2011)(H3N2))
no rank,1507390,Influenza A virus (A/reassortant/NYMC X-217A(A/Puerto Rico/8/1934 x A/Victoria/361/2011)(H3N2))
no rank,1507391,Influenza A virus (A/reassortant/NYMC X-221(A/Puerto Rico/8/1934 x A/Ohio/2/2012)(H3N2))
no rank,1507392,Influenza A virus (A/reassortant/NYMC X-223(A/Puerto Rico/8/1934 x A/Texas/50/2012)(H3N2))
no rank,1507393,Influenza A virus (A/reassortant/NYMC X-223A(A/Puerto Rico/8/1934 x A/Texas/50/2012)(H3N2))
no rank,1411099,Influenza A virus (A/reassortant/NYMC X-223A(Texas/50/2012 x Puerto Rico/8/1934)(H3N2))
no rank,1507394,Influenza A virus (A/reassortant/NYMC X-225(A/Puerto Rico/8/1934 x A/Hawaii/22/2012)(H3N2))
no rank,1507395,Influenza A virus (A/reassortant/NYMC X-225A(A/Puerto Rico/8/1934 x A/Hawaii/22/2012)(H3N2))
no rank,1507396,Influenza A virus (A/reassortant/NYMC X-227(A/Puerto Rico/8/1934 x A/Indiana/21/2012)(H3N2))
no rank,671830,Influenza A virus (A/reassortant/RESVIR17(Panama/2007/1999 x Puerto Rico/8/1934)(H3N2))
no rank,671828,Influenza A virus (A/reassortant/RESVIR9(Nanchang/933/1995 x Puerto Rico/8/1934)(H3N2))
no rank,1184536,Influenza A virus (A/reassortant/X-109(Beijing/353/1989 x Puerto Rico/8/1934)(H3N2))
no rank,1184537,Influenza A virus (A/reassortant/X-119(Harbin/15/1992 x Puerto Rico/8/1934)(H3N2))
no rank,1507397,Influenza A virus (A/reassortant/X-119(Puerto Rico/8/1934 x Harbin/15/1992)(H3N2))
no rank,1507398,Influenza A virus (A/reassortant/X-121(Puerto Rico/8/1934 x Shangdong/9/1993)(H3N2))
no rank,1184538,Influenza A virus (A/reassortant/X-121(Shangdong/9/1993 x Puerto Rico/8/1934)(H3N2))
no rank,1184539,Influenza A virus (A/reassortant/X-123A(Johannesburg/33/1994 x Puerto Rico/8/1934)(H3N2))
no rank,1184540,Influenza A virus (A/reassortant/X-129(South Africa/1147/1996 x Puerto Rico/8/1934)(H3N2))
no rank,1184541,Influenza A virus (A/reassortant/X-137(Moscow/10/1999 x Puerto Rico/8/1934)(H3N2))
no rank,1184542,Influenza A virus (A/reassortant/X-141(Panama/2007/1999 x Puerto Rico/8/1934)(H3N2))
no rank,1184543,Influenza A virus (A/reassortant/X-143(Ulan Ude/01/2000 x Puerto Rico/8/1934)(H3N2))
no rank,1184544,Influenza A virus (A/reassortant/X-145(California/32/1999 x Puerto Rico/8/1934)(H3N2))
no rank,1507399,Influenza A virus (A/reassortant/X-175C(Uruguay/716/2007 x Puerto Rico/8/1934)(H3N2))
no rank,1184526,Influenza A virus (A/reassortant/X-37(England/42/1972 x Puerto Rico/8/1934)(H3N2))
no rank,1184527,Influenza A virus (A/reassortant/X-37a(England/42-MRC-2/1972 x Puerto Rico/8/1934)(H3N2))
no rank,1184528,Influenza A virus (A/reassortant/X-41(Port Chalmers/1/1973 x Puerto Rico/8/1934)(H3N2))
no rank,1184529,Influenza A virus (A/reassortant/X-47(Victoria/3/1975 x Puerto Rico/8/1934)(H3N2))
no rank,1184530,Influenza A virus (A/reassortant/X-61(Texas/1/1977 x Puerto Rico/8/1934)(H3N2))
no rank,1184531,Influenza A virus (A/reassortant/X-73(Bangkok/1/1979 x Puerto Rico/8/1934)(H3N2))
no rank,1184532,Influenza A virus (A/reassortant/X-79(Philippines/2/1982 x Puerto Rico/8/1934)(H3N2))
no rank,1184533,Influenza A virus (A/reassortant/X-91(Leningrad/360/1986 x Puerto Rico/8/1934)(H3N2))
no rank,1184534,Influenza A virus (A/reassortant/X-97(Sichuan/2/1987 x Puerto Rico/8/1934)(H3N2))
no rank,1184535,Influenza A virus (A/reassortant/X-99(Shanghai/11/1987 x Puerto Rico/8/1934)(H3N2))
no rank,671832,Influenza A virus (A/reassortant/X147(Wyoming/3/2003 x Puerto Rico/8/1934)(H3N2))
no rank,671833,Influenza A virus (A/reassortant/X157(New York/55/2004 x Puerto Rico/8/1934)(H3N2))
no rank,671835,Influenza A virus (A/reassortant/X161(Wisconsin/67/2005 x Puerto Rico/8/1934)(H3N2))
no rank,1093340,Influenza A virus (A/red knot/Delaware Bay/252/1994(H3N2))
no rank,380969,Influenza A virus (A/RESVIR-8(H3N2))
no rank,1599482,Influenza A virus (A/Rheinland Pfalz/7/2010(H3N2))
no rank,444683,Influenza A virus (A/Rheinland-Pfalz/1/05(H3N2))
